aah|00867440
move_out|02410046,01860197
move_over|01852407
move_reflexively|00010047
move_through|01919358
move_up|01973786,01972576
mow|01322222,00034751
mow_down|00480107
muck|00178494,02087334,01537533
muck_about|01475976
muck_around|01475976
muck_up|02533317,01537533
muckrake|00936776
mud|01537533,01364587
mud-wrestle|01507542
muddle|01422521,00622204
muddy|01255439,00622598,00544998
muddy_up|01255439
mudwrestle|01507542
muff|02535562,02533317
muffle|01571411,02195757
mug|02282508
mug_up|00607178
mulch|01236943
mulct|02578034,02312392
mull|00632042,02200986
mull_over|00632042
multiply|00643334,00248276,00056076,00054856
mumble|01046405,01177521
mummify|02686168,02231909,00243091
munch|01204331
munition|02339752
murder|02488014,00549830
murk|00312842
murmur|01045986,00911172
muscle|02023283
muscle_into|01877410
muse|00632042
mush|01943537,01943265
mushroom|01385091,00231871
muss|01476516
mussitate|01046405
muster|01384203,00794933
muster_in|01099911
muster_out|01100154
muster_up|01384203
mutate|00119681
mute|02195757
mutilate|00293434,00549830,00090460
mutiny|02590043
mutter|01046405,00911172
muzzle|02345893,02195389,01287286
mystify|00624056,00519733
mythicise|00625328,00134821
mythicize|00625328,00134821
mythologise|01638276,00134821
mythologize|01638276,00134821
nab|01603680,01217701,01215837
nag|00846620,01770490,00612482
nail|01360534,01217701,01404426,02530563,02528247,02292225,01119902
nail_down|02530563,00717446,00482872
name|01030757,01028104,02401858,02401347,00949471,01026199,00654017,00947885,00647205
namedrop|01027098
nap|00015491
narcotise|00085259
narcotize|00085259
nark|01791774,00938943
narrate|00956303,00955248
narrow|00305890,00717446,00438402,00305203
narrow_down|00717446,00438402
nasale|00987625
nasalise|00953431,00953238
nasalize|00953431,00953238
nationalise|00579372,00412472
nationalize|00412472,00579372
natter|01040538
naturalise|00413918,00413621,00413217,00303245
naturalize|00413217,00941788,00413918,00413621,00303245
nauseate|02199637,01812341
navigate|01850262,01937276,01936675
nazify|00503166
near|02057865
neaten|00276642,00040084
necessitate|02634015,02641628
neck|01428804
necrose|00097148
need|02634015,01191258,01191646
needle|00853413,01333709
negate|02669219,00825097,00668804,00471015
negative|02478854
neglect|00616690,02534950,00617843,00618547
negociate|02528530,02226110,02225960,02054612,00764523,00763758
negotiate|00763758,02054612
neigh|01061615
neighbor|02614211,02614039
neighbour|02614211,02614039
nerve|01810238
nest|02661042,01532554,01427599,01386047
nestle|01427599,02697196,01427999
net|02296219,02296509,01676063,01368648
net_fish|01145876
netmail|01034323
nett|01368648
nettle|02125180,01791774
network|01034712
neuter|00060248
neutralise|01329983,01120349,00471015,00470835
neutralize|02541562,00471015,02549571,01329983,01120349,00470835
nibble|01449348,01449039,01176591
nick|01261705,01261569,00512399,00054252
nickel|01398317
nickel-and-dime|02271629,01387667
nicker|01061615
nickname|01030649
nictate|00007739
nictitate|00007739
niggle|01797944,00776101
nip|01459400,01449188,01459092
nip_off|01459092
nitpick|00847897
nitrate|00185248
nitrify|00505982,00505757,00503559
nitrogenise|00505757
nitrogenize|00505757
nix|00797525
nobble|02578034,02281711,01473673,00513721
nock|01278326
nod|00900197,00899973,00016695,01881778,00016566
nod_off|00017275
noise|02177332
nol.pros.|00363921
nolle_pros|00363921
nolle_prosequi|00363921
nominate|00881061,02406665,02401858,02401347
nonplus|00624056
noose|01677525,01344806
normalise|00469496,00469149
normalize|00469496,00469149,00303837
nose|02173563,01998160,02129688,01877044,01427004,01112055
nose_out|02129925
nosedive|01971641
nosh|01175702
notarise|00823762
notarize|00823762
notate|00997331
notch|01279534,01006595
note|01022014,02122959,02123398,01022943
notice|02158938,02122959,01060446,01060995
notify|00875364
nourish|01205348,01206811
novate|00578407
novelise|00116427
novelize|00116427
nucleate|02632355
nudge|01233816,00768334
nuke|01135714,01135406,00322737
nullify|02483482,00669020,00471015
numb|02119756
number|02651091,00950885,00948787,02737507,00950103,00236768
numerate|00950103,00628405
nurse|00080458,01777051,02556395,02520860,01188961
nurture|00910304,02545454,01205348
nut|01385374
nutate|01880304
nutrify|01206811
nuzzle|01427599,01427004,01316983
o.d.|00085106
o.k.|00808164
obey|02548492
obfuscate|00942245
object|00809123,02759740
objectify|00533687,00388967
objurgate|00865823,00825981
obligate|02512195,02353178,00886738
oblige|02512195,00886738,00887446
obliterate|00479761,00314788,00312120,00473161
obnubilate|02162161,00622345
obscure|02162161,00622345,00314513,00588561,00314788
observe|02158938,01022014,02123398,02173796,02462665,02584595,02460829,00734575,02584957
obsess|01787033,01835085
obsolesce|00568852
obstinate|00351543
obstipate|00074483
obstruct|02563025,01479113,02149973
obtain|02242867,00523831,02654604
obtrude|01877150,00749763
obtrude_upon|02023568
obtund|00192688
obturate|01479113
obviate|02635337,02458770
occasion|01650070
occidentalise|00524725
occidentalize|00524725
occlude|01479113
occult|02162770,02154041,02149859
occupy|02420961,02654741,02655144,02684248,01128786,02272834,00601765,02399325
occur|00340744,00725311,02618403
odorize|02130106
odourise|02130106
off|02488014
offend|01793089,02572443,01814414,01797206
offer|02301687,02302103,02429959,00708386,02302703,02302370,02303593,02161791,02619522,02381380,02302909,00881285,00873286
offer_up|02619522
officer|00754341
officialise|00524384
officialize|00524384
officiate|02387229,01098908
offload|02237863,01490749
offsaddle|01495233
offset|02723890,02723706,02236826,01750893,01750748
ogle|02168498
oil|01271135,00085379
oink|01056566
okay|00808164
omen|00873606
omit|00617464,00616690
one-step|01901670
ooh|00867440
ooze|02075902,00067770
ooze_out|00067770
ooze_through|01608458
opacify|00578766,00578577
opalesce|02771189,02740015
opalise|00117038,00116893
opalize|00117038,00116893
open|01348685,02431018,01349486,02430309,01582662,00541016,00541181,02750526,01080280,02363033,02145103
open_fire|01138209
open_up|01348685,00541181,00541016,01648963,02431018,01349486,01043170
operate|02448714,01528454,01227308,01112274,01513459,00083562
operate_on|00083562
opine|01029677,00633399
oppose|00777876,01093838,02672590,01083545,02383714,00778104
oppress|02429499,02591574
oppugn|00869073
opsonize|00578916
opt|00681308
opt_out|00681634
optimise|00172518,00124034,00011845
optimize|00172518,00124034,00011845
orate|00830562
orb|02047875
orbit|02047875
orchestrate|01711596,00711834
ordain|02432763,02391154,02432573,00748070
order|00748704,00747485,00749139,02517217,00278429,00277653,02391154,00737576,00659723
ordinate|02391154,00466966
organise|00405549,02453050,02439085,02437377,01654986,00711834
organize|02453050,02437377,00711834,00405549,01654986,02439085
orient|02719059,02163627,02718789,00876201,00302443
orientalise|00524975
orientalize|00524975
orientate|02163627
originate|02630344,01631641,02749218
originate_in|02633747
ornament|01679858,02755122
orphan|02320257
oscillate|02711906,01882056
osculate|02758306,02756930,01433863
ossify|00268135,00419035,00268251
ostentate|02146446
ostracise|02509666,02471081
ostracize|02509666,02471081
oust|02406951,02411579
out|00937488,00937296,00937173
out-herod|01110116
out_in|02021151
outbalance|02651681
outbid|02305961,02304762
outbrave|01119637,01110036
outcall|02305695
outclass|00661044
outcrop|00425452
outcry|01107597,00914001
outdistance|02086042
outdo|01108050,01111670
outdraw|01107937
outface|02137454
outfight|01111842
outfit|02344409
outflank|02089693,01111670
outfox|01110217,01107263
outgeneral|01112184
outgo|01108050
outgrow|00544825,01107508
outguess|00919622
outlast|02625819
outlaw|02486512
outline|01008466,01705493,01693274
outlive|02625819
outmaneuver|01112658
outmanoeuvre|01112658
outmarch|01113291
outmatch|01108050
outmode|00560831
outnumber|02650989
outpace|01109081
outperform|01108050
outplay|01157423
outpoint|01950138,01103514
output|01625832
outrage|01814414,02573980,02573434
outrange|01109850
outrank|02679633
outride|02625202,01962137
outrival|01125056
outroar|01107707
outrun|01931561
outsail|01107796
outscore|01103514
outsell|01108915,01108788
outshine|02769124,01109665
outshout|01107597
outsmart|01107263,01112658
outsource|02366099
outspan|01494174
outstare|02137454
outstay|02643550,02625371
outstrip|01108050,02086042
outvie|01125056
outvote|02468420
outwear|02711163,00074774
outweigh|01109955,02651681
outwit|01107263
oven_broil|00329180
ovenbake|00320922
over-correct|02526026
over-refine|00475239
overachieve|02568150
overact|01754981
overarch|02650855,02039160
overawe|01783720
overbalance|02651681,02269898
overbear|02653268,01656194,01391840
overbid|02306112,02304513
overboil|00375939,00323520
overburden|00752848,01490344
overcapitalise|00733385,00673778,00162158
overcapitalize|00733385,00673778,00162158
overcast|02776675,01332951,01332775
overcharge|02324030,01491184
overclothe|00049026
overcloud|02776978,00314513
overcome|01110559,01111038,01813288,01106429
overcompensate|02678648,02526026
overcook|00324372
overcrop|01745573
overcrowd|02032027,02031772
overcultivate|01745573
overdo|02574914
overdose|00085106
overdramatise|00990724
overdramatize|00990724
overdraw|02317166,00841513
overdress|00049026,00043880
overdrive|02413660,01164011
overeat|01195632
overemphasise|00842288
overemphasize|00842288
overestimate|00673936,00697241
overexert|02377066
overexert_oneself|01148848
overexploit|01166884
overexpose|02118105,02117537
overextend|01168214
overfatigue|00075751
overfeed|01181827
overfill|00454509
overflow|02076087,01766953
overfly|01844034
overgeneralise|01024266
overgeneralize|01024266
overgorge|01195632
overgrow|02675498,00233215,00233086
overhang|02719623,02703277
overhaul|02053645,00262962
overhear|02193614
overheat|00370916,00373154
overindulge|01195632
overjoy|01817195
overlap|02666709,02694636
overlay|01339317,01329572
overleap|02575311,01970175,00616690
overlie|01550579,01329572
overload|01491476,00182182,01491184
overlook|02170805,02727841,00616690,02701971,02170692
overmaster|01112928
overpay|02254885
overplay|01754981
overpopulate|02657109
overpower|01112928,01813288
overpraise|00859089
overprice|02356374
overprint|01752081
overproduce|01744349,01628243
overprotect|02556213,01131325
overrate|00673936
overreach|02531534,01107263
overreact|00720041
overrefine|00475239
override|00718035,02650706,02549888,01961854
overrule|00718035
overrun|02024265,02660781,02076087,01105870,00707690
oversee|02447914
oversew|01333124
overshadow|02750155,02702148,02162626
overshoot|01137645,00707544
oversimplify|02575150,00401647
oversleep|00015706
overspecialise|00438931
overspecialize|00438931
overspend|02272572,02271162
overspread|02695141
overstate|00841513
overstay|02643550
overstep|02023426,02674870
overstock|02328600
overstrain|01168214
overstress|00842288
overstretch|00071556
overstuff|01527854
oversupply|02361703
overtake|01157556,02053645,01813288
overtax|02313255
overthrow|02407551,00718035
overtire|00075751
overtop|02701971
overtrump|01080819
overturn|01913390,01913971,00718035,02407551,00801460,00125441
overuse|01164011
overvalue|00697241
overweary|00075751
overwhelm|01813288,00753137,01341976,01112928
overwinter|02715447
overwork|01673069,02414278
overwrite|01001124
ovulate|00062168
owe|02258963,02737689,02258764
own|02209474
own_up|00819570
oxidate|00240207,00239753
oxidise|00239753,00240207
oxidize|00240207,00239753
oxygenate|00185610
oxygenise|00309557,00309051,00185610
oxygenize|00309557,00309051,00185610
oyster|01386165
ozonise|00586882
ozonize|00586882
pace|01933207,02095432,00491658,00704367
pacify|01769244,01651409
pack|01485079,02091230,01486416,01453787,02401678,02722977,02068059,01929984,01577402,01487510,01486664,01485761,00108713
pack_on|00106914
pack_together|01391983
package|01487784
pad|00958437,01925197,01529744,00322287
paddle|01951746,02424713,01965866,01922796,01423582,01422027
padlock|01344694
paganise|00572815
paganize|00572815
page|00756605,02417643,00951125
paginate|00951125
pain|00070587,01796596
paint|01688794,01365439,01688558,01366185
paint_a_picture|00932330
paint_the_lily|01681137,00183386
pair|02496079,01295488,01467994,01467847,01431486
pair_off|02496079
pal|02595027
pal_up|02595027
palatalise|00953101
palatalize|00953101
palaver|01038676,00770823,00765305
pale|00103373
palisade|01133033
pall|00539279,01789567,01338270,01196465,00539534,00539403,00392844,00075867
palliate|00907990,00063866
palm|01213301
palm_off|02249208
palpate|01212916
palpebrate|00008055
palpitate|01893385,01893122,01883921
palsy|00269566
palter|00837185
pamper|02576182
pan|02002334,01539296,00848023
pan-broil|00329389
pan-fry|00326850
pan_off|01539296
pan_out|02531651,01539296
pan_roast|00325886
pander|01184590,01183272
panel|01682414,00627600
panhandle|02275823
panic|01786037,01785802
pant|00005526,00988205
pant-hoot|01044867
pantomime|01728062
paper|01271021,01270676
par|01086742
parachute|01972282
parade|01928665,01928458
paragraph|02474866,01703559,01703398
parallel|02665300,00526361,02665436
parallel-park|01938701
parallelize|01501254
paralyse|00269682,00269363
paralyze|00269682,00269363
paraphrase|00963768
parboil|00323360
parcel|02474508,01339016,01286349
parcel_out|02299397
parch|00218756
pardon|00907805,00907352
pare|00233461,01555001,01265500,01265128
pare_down|00233461
parent|02545454
parget|01364264
park|01496037,01938286
parlay|01142049
parley|00765054
parody|01727840,00851619
parole|02598049
parrot|00960206
parry|01149526,00811316
parse|00645572
part|02034003,02436167,02018017,01560556,01559703
part_with|02350643
partake|02742535,02300169,01174998
partake_in|02455282,02300169
parti-color|00285429
participate|02455121,01084999
particularise|01023982
particularize|01023982
partition|01566505,00333645
partition_off|01566505
partner|02337082,02376775
partner_off|02496079
party|02497500
pass|02054081,02055618,02472093,02076777,02235554,02691775,02053645,00340744,02529017,02714280,01214794,00744289,00422644,02530710,02674870,02529619,02428309,02226417,01976145,02236255,02234332,02056400,00804987,00359085,00072742
pass_across|01919358
pass_along|00744289
pass_around|02047080,00970243
pass_away|00359085,00352230
pass_by|02055618
pass_judgment|00672179
pass_off|02138957,00803184,02056889,00422644,00340744,00105087
pass_on|02235554,02301114,01996535,02235029,02595169,02047080,00744289
pass_out|00023639,02206426,00023861
pass_over|00618188,01919358,01916152,01844034,01394891
pass_through|01919358,02057114,01917356
pass_up|02242120,02123818
pass_water|00071765
pass_with_flying_colors|02528247
paste|01334887,01415298,01335281
pasteurise|00365282
pasteurize|00365282
pasture|01579309,01578996
pat|01246225,01235591
patch|01593092,02362692,00263589,00262591
patch_up|00263589,00766947
patent|02244474,02450221,00569560
patinate|01268063
patinise|01268063
patinize|01268063
